Time,Time Code,Country Name,Country Code,"Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]",Control of Corruption: Estimate [CC.EST],Electricity production from coal sources (% of total) [EG.ELC.COAL.ZS],"Energy imports, net (% of energy use) [EG.IMP.CONS.ZS]",Energy use (kg of oil equivalent per capita) [EG.USE.PCAP.KG.OE],Fossil fuel energy consumption (% of total) [EG.USE.COMM.FO.ZS],Government Effectiveness: Estimate [GE.EST],Individuals using the Internet (% of population) [IT.NET.USER.ZS],"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate) [SL.TLF.ACTI.ZS]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Political Stability and Absence of Violence/Terrorism: Estimate [PV.EST],Proportion of seats held by women in national parliaments (%) [SG.GEN.PARL.ZS],Regulatory Quality: Estimate [RQ.EST],Rule of Law: Estimate [RL.EST],"School enrollment, primary (% gross) [SE.PRM.ENRR]",Terrestrial and marine protected areas (% of total territorial area) [ER.PTD.TOTL.ZS],"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",Voice and Accountability: Estimate [VA.EST]
2023,YR2023,Malta,MLT,0.003894581,0.109746583,..,..,..,..,0.397335052,92.1,80.377,83.50731707,0.858121693,27.84810127,0.687359095,0.702327609,..,7.6,3.11,0.913654506
2023,YR2023,Marshall Islands,MHL,19.47180872,0.411750495,..,..,..,..,0.069975346,65.7,..,66.945,1.184979081,12.12121212,-0.422844559,0.676997244,..,0.3,..,1.125557542
2023,YR2023,Mauritania,MRT,18.74292463,-0.822652638,..,..,..,..,-0.763598621,37.4,42.003,68.484,-0.503423989,23.29545455,-0.997108281,-0.639136493,111.7692795,1.1,10.446,-0.656128466
2023,YR2023,Mauritius,MUS,4.005971908,0.45319736,..,..,..,..,0.710137606,79.5,64.698,73.41219512,0.775418818,20,1.064478636,0.805268526,110.9115829,0,5.571,0.61570698
2023,YR2023,Mexico,MEX,3.838183241,-1.020578742,6.558347549,13.87950997,1400.945532,88.66,-0.198361441,81.2,66.026,75.069,-0.630761027,50,-0.171988308,-0.806393921,..,19,2.765,-0.115086064
2023,YR2023,"Micronesia, Fed. Sts.",FSM,23.28258451,0.783704281,..,..,..,..,0.23234731,..,..,67.198,1.080778599,14.28571429,-0.580112159,0.643969178,..,0,..,1.085135579
2023,YR2023,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,12.814771,..,..,..,..,..,..,..,47.31940317,71.31945609,..,16.98653681,..,..,97.48094177,4.725071203,8.919076142,..
2023,YR2023,Moldova,MDA,7.084548485,-0.280338466,..,..,..,..,-0.164951995,80.2,72.367,71.198,-0.683699608,38.61386139,0.105498053,-0.152658582,..,11.4,1.555,0.236791402
2023,YR2023,Monaco,MCO,..,1.251356125,..,..,..,..,2.022952557,99.1,..,86.372,1.184979081,45.83333333,1.350545764,1.476898909,..,99.2,..,0.653967857
2023,YR2023,Mongolia,MNG,9.920602813,-0.492604405,..,..,..,..,-0.471535772,83,64.985,72.12243902,0.592669785,17.10526316,-0.17553468,-0.184480712,95.77623108,19.8,5.503,0.250342101
2023,YR2023,Montenegro,MNE,5.472186501,-0.079309873,..,..,..,..,0.247063115,89.8,59.846,77.58780488,0.069302291,20.98765432,0.374201149,-0.042156469,106.1096191,9.2,14.621,0.342006296
2023,YR2023,Morocco,MAR,11.06461987,-0.536348581,..,..,..,..,-0.03591511,91,47.775,75.313,-0.367761225,24.30379747,-0.064207993,-0.127505928,114.4730911,1.6,9.044,-0.489260077
2023,YR2023,Mozambique,MOZ,25.91145116,-0.828437746,..,..,..,..,-0.716628909,19.8,79.162,63.611,-1.268691301,43.2,-0.708528399,-1.026323438,120.0051615,18,3.519,-0.593393087
2023,YR2023,Myanmar,MMR,22.72223097,-1.216499329,..,..,..,..,-1.752802014,58.5,59.642,66.889,-2.125270128,..,-1.436849356,-1.616940856,..,3.9,3.032,-1.843598604
2023,YR2023,Namibia,NAM,7.677657669,0.110072032,..,..,..,..,0.030896656,64.4,60.389,67.385,0.544777215,44.23076923,-0.062260792,0.445467591,..,24.5,19.365,0.583879411
2023,YR2023,Nauru,NRU,..,0.588616431,..,..,..,..,-0.067808069,..,..,62.109,0.976578057,10.52631579,0.009585857,-0.018410901,100.6410294,0,..,0.64049381
2023,YR2023,Nepal,NPL,21.29871311,-0.507927954,..,..,..,..,-0.80780375,55.8,42.273,70.354,-0.226184994,33.08823529,-0.661413729,-0.462669462,122.9840624,23.6,10.628,-0.02311586
2023,YR2023,Netherlands,NLD,1.722556878,1.867100477,8.823796062,87.63070435,3398.51558,83.52,1.625531912,97,85.497,81.91463415,0.658281982,40,1.790966392,1.642504454,..,25.3,3.537,1.5562644
2023,YR2023,New Zealand,NZL,..,2.084095478,2.45398773,31.53316997,3625.662496,55.44,1.529976845,96.2,83.274,83.00487805,1.358569622,44.26229508,1.910228372,1.705708027,..,30.6,3.729,1.68778348
2023,YR2023,Nicaragua,NIC,15.32857463,-1.388440132,..,..,..,..,-1.08494556,58.2,68.085,74.947,-0.125550047,51.64835165,-0.878058851,-1.278186917,105.9080505,10,4.716,-1.38733542
2023,YR2023,Niger,NER,32.50582185,-0.563843966,..,..,..,..,-0.64091593,23.2,73.43,61.183,-1.668859601,..,-0.816925287,-0.708088696,68.52601624,18.2,0.425,-0.695484281
2023,YR2023,Nigeria,NGA,22.72493804,-1.040974379,..,..,..,..,-0.847906709,39.2,83.415,54.462,-1.768438339,3.910614525,-0.936865151,-0.887689292,..,11.6,3.074,-0.548258185
2023,YR2023,North Macedonia,MKD,6.627098574,-0.348615468,..,..,..,..,-0.051317345,87.2,65.889,75.31609756,0.170306504,42.5,0.427339256,-0.168044895,..,15.4,13.174,0.1626973
2023,YR2023,Norway,NOR,2.080148441,2.113521576,0.095549214,-741.0286981,4649.295606,46.29,1.799935341,99,80.318,83.11219512,0.892857432,46.15384615,1.597523451,1.833981514,..,5.6,3.572,1.777254343
2023,YR2023,Oman,OMN,2.448123506,0.215157956,..,..,..,..,0.274613231,95.3,69.98,80.031,0.586623669,0,0.43453747,0.612812102,95.56137085,1.7,3.176,-1.004403591
2023,YR2023,Pakistan,PAK,23.33426537,-0.999357462,..,..,..,..,-0.57779038,27.4,54.876,67.649,-1.932730794,20.46783626,-0.901008189,-0.859885514,..,9.8,5.408,-0.959140301
2023,YR2023,Palau,PLW,2.989826826,0.588616431,..,..,..,..,0.442303985,..,..,69.269,1.080778599,6.25,0.401355356,0.93546778,95.89322382,100,..,1.085135579
2023,YR2023,Panama,PAN,2.45028213,-0.628094196,..,..,..,..,-0.209720731,78,70.545,79.594,0.213101849,22.53521127,0.118782818,-0.34598121,94.5526123,27.7,6.544,0.547549784
2023,YR2023,Papua New Guinea,PNG,16.95959081,-0.657154024,..,..,..,..,-0.802389979,24.1,52.735,66.134,-0.478844821,2.702702703,-0.642708242,-0.539805591,..,0.7,2.661,0.005011123
2023,YR2023,Paraguay,PRY,11.5802751,-1.057722926,..,..,..,..,-0.462065369,78.1,74.22,73.844,0.082041629,22.5,-0.078939348,-0.582174599,92.37779236,14.3,5.794,0.042024303
2023,YR2023,Peru,PER,7.240503999,-0.721040905,..,..,..,..,-0.491872787,79.5,76.588,77.74,-0.521785557,38.75968992,0.292205185,-0.538132668,107.4897537,16.8,4.899,0.060481496
2023,YR2023,Philippines,PHL,9.400366529,-0.537639976,..,..,..,..,0.15409191,83.8,63.476,69.833,-0.56605047,27.33118971,0.164254963,-0.418147117,93.40895249,3.7,2.222,-0.016837973
2023,YR2023,Poland,POL,2.765371095,0.565399945,60.27187337,48.8511372,2656.737416,84.61,0.4214378,86.4,74.689,78.50731707,0.559584558,29.34782609,0.780193567,0.458741248,..,38,2.743,0.626450896
2023,YR2023,Portugal,PRT,2.11415912,0.69631207,..,77.7202529,1845.235964,63.08,0.98755002,85.8,77.653,82.2804878,0.712578118,36.08695652,0.75535655,1.0676651,..,17.2,6.509,1.211282969
2023,YR2023,Qatar,QAT,0.292779131,0.70220983,..,..,..,..,1.19741261,99.7,88.579,82.368,0.993381143,4.444444444,0.977040887,0.932885051,..,5.8,0.13,-0.970600128
2023,YR2023,Romania,ROU,3.87724564,0.040495344,..,..,..,..,-0.092665948,89.2,66.732,76.60731707,0.373643965,19.09090909,0.318900615,0.437425792,..,24.4,5.589,0.503180325
2023,YR2023,Russian Federation,RUS,2.972235898,-1.104678273,..,..,..,..,-0.712461889,92.2,75.719,73.25463415,-1.134333849,16.44444444,-1.122071862,-1.187642694,97.74620056,8.6,3.076,-1.285539627
2023,YR2023,Rwanda,RWA,26.61212749,0.671653092,..,..,..,..,0.388362646,34.2,65.948,67.785,0.108091474,61.25,0.124717452,0.205150455,151.8948212,9.1,12.352,-0.902328312
2023,YR2023,Samoa,WSM,10.97385808,0.727086067,..,..,..,..,0.492577106,58.1,46.301,71.698,1.0981884,12.96296296,-0.270534545,0.900673032,102.2881356,0.3,4.977,1.019602895
2023,YR2023,San Marino,SMR,..,1.251356125,..,..,..,..,1.201681733,87,..,85.706,1.184979081,33.33333333,0.931279719,1.476898909,95.12036133,..,..,1.24682343
2023,YR2023,Sao Tome and Principe,STP,13.706408,0.360224694,..,..,..,..,-0.902435243,61.5,23.573,69.718,0.440705031,14.54545455,-0.940236151,-0.694839358,..,0.2,9.071,0.252305746
2023,YR2023,Saudi Arabia,SAU,2.457692991,0.536042988,..,..,..,..,0.796441078,100,65.234,78.732,-0.21322453,19.86754967,0.517070889,0.414570838,..,14.2,4.008,-1.416692495
2023,YR2023,Senegal,SEN,17.41125121,0.057832226,..,..,..,..,0.069675192,60.6,51.682,68.683,-0.138591379,46.06060606,-0.345079482,-0.273632854,82.59095764,15.5,2.8,0.133976579
2023,YR2023,Serbia,SRB,3.78659627,-0.447204262,..,..,..,..,0.007634319,85.4,72.173,76.22097561,-0.039109707,34.8,0.137915701,-0.074504487,..,8.1,8.268,-0.05500016
2023,YR2023,Seychelles,SYC,2.496453356,1.628847718,..,..,..,..,0.624744177,87.4,..,74.95853659,0.763500512,22.85714286,0.211075112,0.432935119,97.13591766,32.8,..,0.55641067
2023,YR2023,Sierra Leone,SLE,29.0697648,-0.574557841,..,..,..,..,-1.155583739,20.6,54.844,61.786,-0.238688722,28.18791946,-1.064179897,-0.832963288,153.0924032,5.1,3.153,-0.296392292
2023,YR2023,Singapore,SGP,0.028849802,2.040184021,..,..,..,..,2.317471981,94.3,76.097,82.89512195,1.42420423,29.12621359,2.308591366,1.753175378,..,2.5,3.444,-0.065411933
2023,YR2023,Slovak Republic,SVK,2.125167925,0.292565286,5.67201402,57.25461054,3204.156562,59.47,0.229512304,87.2,76.455,78.01707317,0.573219299,22,0.601919115,0.603365183,..,37.6,5.84,0.912476003
2023,YR2023,Slovenia,SVN,1.519321619,0.776647091,19.67991998,48.89891633,2878.154437,57.79,1.039294004,90.4,76.701,81.97804878,0.818632841,37.77777778,0.731421769,1.038807869,..,40.1,3.652,1.079099417
2023,YR2023,Solomon Islands,SLB,..,-0.134710744,..,..,..,..,-0.733603537,42.5,85.817,70.528,0.445870101,8,-0.780060709,-0.262915134,84.73824234,0.2,1.455,0.340079069
2023,YR2023,Somalia,SOM,..,-1.732833624,..,..,..,..,-1.980202556,..,34.794,58.816,-2.377600908,19.7080292,-1.879818201,-2.212004662,21.19832993,0,18.941,-1.662681341
2023,YR2023,South Africa,ZAF,2.616810424,-0.284670442,..,..,..,..,-0.256946683,75.7,62.712,66.139,-0.665642023,45.86466165,-0.223697945,0.086235084,..,12.7,32.098,0.74489218
2023,YR2023,South Asia (IDA & IBRD),TSA,15.52512824,..,..,..,..,..,..,..,58.28125802,72.32476488,..,17.72068511,..,..,107.6617584,4.456864898,4.305251766,..
2023,YR2023,South Sudan,SSD,..,-1.969555378,..,..,..,..,-2.32788825,..,74.58,57.617,-2.186107874,32.36363636,-2.117244959,-2.138235807,..,15.5,12.477,-1.684179783
2023,YR2023,Spain,ESP,2.499726361,0.629368722,1.558554362,77.08040712,2296.708042,68.51,0.752065539,95.4,74.586,83.88292683,0.287291557,44.28571429,0.693764329,0.822885692,..,17.9,12.179,1.194729686
2023,YR2023,Sri Lanka,LKA,8.123912645,-0.383976996,..,..,..,..,-0.252278894,51.2,54.854,77.483,-0.508541286,5.333333333,-0.507761836,-0.090676814,..,3.4,5.997,-0.231143683
2023,YR2023,St. Kitts and Nevis,KNA,1.510919204,0.413433611,..,..,..,..,0.38041082,76.4,..,72.145,0.92339325,31.25,0.541928887,0.47954756,..,4.5,..,0.774220765
2023,YR2023,St. Lucia,LCA,1.125208605,0.544128418,..,..,..,..,0.07383462,70.1,75.474,72.697,1.018019199,11.11111111,0.397178859,0.605028093,100.6740417,0.9,11.092,0.862668753
2023,YR2023,St. Vincent and the Grenadines,VCT,4.200632806,0.737308145,..,..,..,..,0.07383462,76,74.223,71.23,1.018019199,18.18181818,0.31760639,0.572212458,109.7347528,0.5,18.574,0.831284881
2023,YR2023,Sub-Saharan Africa (excluding high income),SSA,16.2795852,..,..,22.55591653,..,19.77,..,..,71.64622114,62.06547988,..,26.2121401,..,..,98.29827118,12.78262149,6.181448098,..
2023,YR2023,Sub-Saharan Africa (IDA & IBRD),TSS,17.87546704,..,..,22.55591653,..,19.77,..,..,71.37273916,62.60291349,..,27.03399766,..,..,98.29821014,13.66616417,5.887753617,..
2023,YR2023,Sudan,SDN,30.27567601,-1.502067089,..,..,..,..,-1.977062106,..,..,66.331,-2.466938972,..,-1.603139162,-1.67417717,..,2.8,..,-1.604848266
2023,YR2023,Suriname,SUR,7.474500241,-0.404351592,..,..,..,..,-0.967238128,78.4,60.078,73.631,0.412738472,29.41176471,-0.728055537,-0.06225745,65.9849472,8.5,7.631,0.353224784
2023,YR2023,Sweden,SWE,0.992411153,2.028246164,0.317207608,28.27422913,4252.627779,24.88,1.601383328,95.7,83.988,83.3097561,0.758365273,46.41833811,1.718017101,1.604023457,..,15.5,7.611,1.574831605
2023,YR2023,Switzerland,CHE,0.624912461,2.021999121,..,51.21784716,2515.371931,44.47,2.134927034,97.3,83.998,84.05609756,1.071443915,38.5,1.729380012,1.761725664,..,12.1,4.043,1.665026903
2023,YR2023,Syrian Arab Republic,SYR,..,-1.75022471,..,..,..,..,-1.788162112,..,39.882,72.12,-2.750606775,10.8,-1.810112953,-2.035180092,79.64617157,0.7,13.187,-1.854182601
2023,YR2023,Tajikistan,TJK,22.85886211,-1.378733397,..,..,..,..,-0.772318006,56.8,42.697,71.79,-0.472821504,26.98412698,-1.178222895,-1.277231216,100.6200784,22.3,11.546,-1.634670138
2023,YR2023,Tanzania,TZA,23.68714738,-0.319897324,..,..,..,..,-0.455080926,29.1,84.968,66.995,-0.052751601,37.40458015,-0.588394701,-0.373498291,93.0738199,32.4,2.582,-0.533726752
2023,YR2023,Thailand,THA,8.562775987,-0.489050776,..,..,..,..,0.171705812,89.5,75.312,76.412,-0.280302882,18.83767535,0.158257782,0.244872749,103.4898957,13.4,0.733,-0.450371355
2023,YR2023,Timor-Leste,TLS,16.86013986,-0.226704165,..,..,..,..,-0.84195441,34,66.215,67.689,0.260184526,36.92307692,-0.487927586,-0.834021986,123.3379745,5.2,1.521,0.433426917
2023,YR2023,Togo,TGO,18.13083205,-0.619174957,..,..,..,..,-0.578052044,37,59.153,62.739,-0.954195142,19.78021978,-0.493230194,-0.527499735,120.2493286,22.1,1.948,-0.78270787
2023,YR2023,Tonga,TON,17.50560131,-0.308315754,..,..,..,..,-0.115239479,58.5,54.499,72.895,1.087574005,7.142857143,-0.393207431,0.548529506,102.6369427,0.1,2.262,0.870985329
2023,YR2023,Trinidad and Tobago,TTO,0.823767652,-0.374148548,..,..,..,..,-0.043643255,84.7,67.097,73.49,0.401362389,28.57142857,-0.13073504,-0.283585638,92.75067139,2,4.21,0.620708883
2023,YR2023,Tunisia,TUN,9.331241229,-0.341899782,..,..,..,..,-0.300515085,72.4,51.249,76.508,-0.630951107,16.23376623,-0.619132638,-0.13898319,103.5299301,5.2,15.106,-0.212896988
2023,YR2023,Turkiye,TUR,6.159480502,-0.50248909,36.30512931,71.70268622,1852.749145,81.35,-0.247911587,86,59.364,77.156,-1.011080384,19.83333333,-0.229510218,-0.511972904,..,5.7,9.388,-0.860576987
2023,YR2023,Turkmenistan,TKM,11.29165273,-1.423624277,..,..,..,..,-1.206499577,..,50.468,70.073,-0.111424536,25.6,-2.068097591,-1.486578226,..,3.2,4.099,-1.883262753
2023,YR2023,Tuvalu,TUV,..,0.646379948,..,..,..,..,-0.449751288,74.3,..,67.105,1.189081907,6.25,-0.190622672,1.010824084,101.9217072,0,..,1.2235322
2023,YR2023,Uganda,UGA,24.08957469,-1.042574763,..,..,..,..,-0.549508572,15.3,81.929,68.252,-0.695506096,33.81294964,-0.517365336,-0.474925846,..,16.1,2.787,-0.695845246
2023,YR2023,Ukraine,UKR,7.551945463,-0.686146319,..,..,..,..,-0.3573201,82.4,..,73.422,-1.429823399,20.43269231,-0.266427398,-0.888317406,..,12.3,..,-0.100543134
2023,YR2023,United Arab Emirates,ARE,0.701206778,1.073663831,..,..,..,..,1.604281902,100,78.581,82.909,0.677530944,50,1.042391419,0.881900132,106.2599487,15.9,2.151,-1.09494102
2023,YR2023,United Kingdom,GBR,0.575689228,1.480913877,1.565798918,44.29677924,2146.76681,75.54,1.161142707,96.3,77.032,81.23809756,0.514935672,34.61538462,1.536566734,1.398365974,..,39.9,3.984,1.261623979
2023,YR2023,United States,USA,0.989069219,1.123432636,16.77399692,-8.351910289,6392.264884,81.59,1.217200994,93.1,73.572,78.38536585,0.029424749,28.96551724,1.393732786,1.327677846,..,15.9,3.638,0.877519071
2023,YR2023,Uruguay,URY,6.091009398,1.57394731,..,..,..,..,0.850249708,89.9,75.706,78.138,0.964887142,26.26262626,0.675111055,0.717662573,..,2.4,8.355,1.283793807
2023,YR2023,Uzbekistan,UZB,20.1676496,-0.80752933,..,..,..,..,-0.283767521,89,60.873,72.388,-0.154609963,33.57142857,-0.576817334,-0.832810998,93.48882592,9.5,4.46,-1.30965662
2023,YR2023,Vanuatu,VUT,..,-0.014865154,..,..,..,..,-0.568605483,45.7,60.461,71.477,0.932254612,1.923076923,-0.119526424,0.141380534,106.5286993,0.1,5.082,0.627497435
2023,YR2023,"Venezuela, RB",VEN,..,-1.690005183,..,..,..,..,-1.599200964,..,57.353,72.514,-1.189028025,..,-2.026247501,-2.151533604,108.4356995,39,5.485,-1.531320691
2023,YR2023,Viet Nam,VNM,11.86167116,-0.415814281,..,..,..,..,0.1264669,78.1,79.278,74.588,-0.036380734,30.26052104,-0.382607728,-0.085471876,122.4941519,2.9,1.645,-1.241853714
2023,YR2023,"Yemen, Rep.",YEM,..,-1.648933291,..,..,..,..,-2.275420427,..,33.793,69.295,-2.56293869,0,-1.843050718,-1.838976264,..,0.6,17.091,-1.550216913
2023,YR2023,Zambia,ZMB,2.230120343,-0.477706879,..,..,..,..,-0.658970058,33,59.769,66.349,0.201727286,14.97005988,-0.498100042,-0.529127419,..,41.3,5.905,-0.047946263
2023,YR2023,Zimbabwe,ZWE,4.108253656,-1.261216044,..,..,..,..,-1.170334935,38.4,66.105,62.775,-0.934447467,30.68181818,-1.338358641,-1.277142525,..,28.3,8.759,-1.092633009
2023,YR2023,Arab World,ARB,4.930174677,..,..,..,..,..,..,..,47.99973966,72.44467836,..,17.72823779,..,..,91.71102142,4.369921851,9.581397143,..
2023,YR2023,Caribbean small states,CSS,3.53405993,..,..,..,..,..,..,..,65.75184454,73.171645,..,26.35658915,..,..,92.0170517,6.124145394,7.821884021,..
2023,YR2023,Central Europe and the Baltics,CEB,2.733167334,..,40.9822439,49.34468667,2800.402029,73.78753386,..,..,73.91204592,77.89678365,..,25.53191489,..,..,97.06095886,28.13527117,4.014051053,..
2023,YR2023,Early-demographic dividend,EAR,10.58867986,..,20.45148026,39.01803479,..,86.00194962,..,..,59.50522834,71.79624498,..,25.13650913,..,..,104.5032578,9.79625874,5.260029505,..
2023,YR2023,East Asia & Pacific,EAS,5.666120545,..,31.93919819,35.6050943,..,83.05568347,..,..,73.8550174,76.65951833,..,22.52733282,..,..,101.6542511,16.20891793,3.857711655,..
2023,YR2023,East Asia & Pacific (excluding high income),EAP,7.565822887,..,..,..,..,..,..,..,73.47174646,75.88068309,..,22.79963953,..,..,101.7375336,7.33793106,3.972396589,..
2023,YR2023,Euro area,EMU,1.546306531,..,8.904751229,67.77125236,2821.916048,66.56801486,..,..,75.01163545,82.19200762,..,34.53253896,..,..,101.9304428,19.26557412,6.557963146,..
2023,YR2023,Europe & Central Asia,ECS,1.999617226,..,12.91658738,48.96845006,..,67.81011533,..,..,72.60484392,78.38701832,..,31.11799493,..,..,99.8422699,12.69488637,5.586352535,..
2023,YR2023,Europe & Central Asia (excluding high income),ECA,6.983805649,..,36.30512931,71.70268622,..,81.35,..,..,63.35101297,74.79871528,..,26.18526623,..,..,97.77237701,9.907316848,7.333127511,..
2023,YR2023,European Union,EUU,1.63311614,..,12.46360537,63.50097933,2849.402189,66.26277786,..,..,75.01525674,81.41145038,..,32.95364657,..,..,101.4471283,20.09644948,6.025065807,..
2023,YR2023,Fragile and conflict affected situations,FCS,18.30952798,..,..,..,..,..,..,..,65.10763907,63.37328126,..,21.875,..,..,96.54376221,8.572144713,5.20087834,..
2023,YR2023,Heavily indebted poor countries (HIPC),HPC,22.80717146,..,..,..,..,..,..,..,67.58734633,64.71590542,..,27.29516288,..,..,102.91465,13.422468,4.226617652,..
2023,YR2023,High income,HIC,1.335536132,..,16.88866257,11.09136514,4204.537573,76.94148592,..,92.3,75.05608149,80.15001512,..,30.34161212,..,..,99.42687988,18.26249263,4.338660165,..
2023,YR2023,Late-demographic dividend,LTE,6.076582525,..,12.51546996,0.374008034,..,59.69904896,..,..,73.77412255,77.13012054,..,23.63738528,..,..,101.1360931,15.90003002,4.805538352,..
2023,YR2023,Latin America & Caribbean,LCN,6.404244818,..,4.965892412,-7.464545817,..,64.71704987,..,..,68.52427834,75.64352933,..,35.69958848,..,..,104.5054092,22.84835778,6.207431309,..
2023,YR2023,Latin America & Caribbean (excluding high income),LAC,5.761205711,..,4.081558306,-13.16260864,..,64.69862733,..,..,69.07411315,75.49860133,..,36.62613982,..,..,104.5733185,21.19357345,6.101589843,..
2023,YR2023,Least developed countries: UN classification,LDC,20.15874989,..,..,..,..,..,..,..,65.29535296,66.51610026,..,26.6571835,..,..,..,10.88737538,4.946423147,..
2023,YR2023,Low & middle income,LMY,8.837431943,..,11.09459969,6.886234757,..,66.47012308,..,..,65.57225215,71.97400488,..,24.9047508,..,..,101.9733887,11.65698977,5.087677414,..
2023,YR2023,Low income,LIC,26.65345355,..,..,..,..,..,..,24.4,64.10754705,64.51789579,..,22.71332106,..,..,101.2584076,9.470799154,5.297353888,..
2023,YR2023,Lower middle income,LMC,15.44810213,..,..,22.55591653,..,19.77,..,50.9,61.26774659,69.59637466,..,23.34956404,..,..,102.7583923,9.364049151,4.413936003,..
2023,YR2023,"Middle East, North Africa, Afghanistan & Pakistan",MEA,6.29612734,..,17.50269795,14.09158665,..,96.52,..,..,49.71998285,72.08394124,..,17.13176413,..,..,97.82354736,6.045272983,8.078864426,..
2023,YR2023,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,12.75663086,..,..,..,..,..,..,..,47.31940317,71.27588499,..,16.98653681,..,..,97.42363739,4.727809894,8.919076142,..
2023,YR2023,Middle income,MIC,8.639023069,..,11.09459969,6.886234757,..,66.47012308,..,..,65.68777451,72.74319387,..,25.4187665,..,..,102.1162033,11.99218186,5.071622525,..
2023,YR2023,North America,NAC,1.046561261,..,15.23448063,-17.9194746,6501.400172,81.00628492,..,..,74.29080288,78.73282137,..,29.70168612,..,..,96.8839035,13.67527634,3.840737513,..
2023,YR2023,OECD members,OED,1.460669709,..,17.07927657,11.93703659,3673.860647,77.48216707,..,..,73.35472588,80.1615573,..,32.82863732,..,..,100.459671,20.4630102,4.825673308,..
2023,YR2023,Other small states,OSS,3.096662178,..,9.762308998,..,..,29.91572449,..,..,64.18365597,73.56469451,..,24.3650047,..,..,..,8.888057565,8.428542226,..
2023,YR2023,Pacific island small states,PSS,..,..,..,..,..,..,..,..,67.2449848,69.2745949,..,8.638743455,..,..,..,7.170561128,3.181085508,..
2023,YR2023,Post-demographic dividend,PST,1.235872602,..,16.27381226,9.353821473,4356.026076,76.9740158,..,..,75.60394208,80.82283464,..,33.52266399,..,..,99.18131256,19.68907354,4.466412923,..
2023,YR2023,Pre-demographic dividend,PRE,18.07254256,..,..,22.55591653,..,19.77,..,..,70.21705562,62.16362989,..,25.14827995,..,..,97.98300171,12.09835489,4.700607933,..
2023,YR2023,Small states,SST,3.764240875,..,9.762308998,..,..,29.91572449,..,..,64.88636802,72.90071976,..,21.50655022,..,..,100.4212799,7.545449795,7.666090513,..
2023,YR2023,South Asia,SAS,15.52512824,..,..,..,..,..,..,..,58.28125802,72.32476488,..,17.72068511,..,..,107.6617584,4.456864898,4.305251766,..
2023,YR2023,Sub-Saharan Africa,SSF,17.87546704,..,..,22.55591653,..,19.77,..,..,71.37273916,62.60291349,..,27.03399766,..,..,98.29821014,13.66616417,5.887753617,..
2023,YR2023,Upper middle income,UMC,6.922127626,..,11.18987773,6.205523193,..,68.49883779,..,78.5,70.30540988,76.1953051,..,26.94101966,..,..,101.3914566,13.41064099,5.662411862,..
2023,YR2023,World,WLD,4.106829135,..,16.15633437,10.53232424,..,75.55099469,..,65.4,67.26613093,73.32971628,..,26.73574852,..,..,101.7617035,14.9497849,4.915954069,..
